ProviderID, City, State, ZIPCode, PhoneNumber, Score
10001, DOTHAN, AL, 36301, 3347938701, 1.03
10001, DOTHAN, AL, 36301, 3347938701, 2.765
10001, DOTHAN, AL, 36301, 3347938701, 7117
10001, DOTHAN, AL, 36301, 3347938701, 9.198
10001, DOTHAN, AL, 36301, 3347938701, 16
10016, DOTHAN, AL, 36301, 3347938701, 1.74
10001, DOTHAN, AL, 36301, 3347938701, 1.13
10035, DOTHAN, AL, 36301, 3347938701, 4.62
10144, DOTHAN, AL, 36301, 3347938701, 2191
21309, DOTHAN, AL, 36301, 3347938701, 3.288
10001, DOTHAN, AL, 36301, 3347938701, 8
10001, DOTHAN, AL, 36301, 3347938701, 2.433
10001, DOTHAN, AL, 36301, 3347938701, 0.974
10001, DOTHAN, AL, 36301, 3347938701, 2.023
10001, DOTHAN, AL, 36301, 3347938701, 14326
20008, DOTHAN, AL, 36301, 3347938701, 20.321
10001, DOTHAN, AL, 36301, 3347938701, 29
20006, DOTHAN, AL, 36301, 3347938701, 1.427
10001, DOTHAN, AL, 36301, 3347938701, 1.41
10001, DOTHAN, AL, 36301, 3347938701, 3.575
10108, DOTHAN, AL, 36301, 3347938701, 6502
21309, DOTHAN, AL, 36301, 3347938701, 7.803
10001, DOTHAN, AL, 36301, 3347938701, 18
10108, DOTHAN, AL, 36301, 3347938701, 2.307
10001, DOTHAN, AL, 36301, 3347938701, 0.95
10001, DOTHAN, AL, 36301, 3347938701, 3.334
10108, DOTHAN, AL, 36301, 3347938701, 156
10001, DOTHAN, AL, 36301, 3347938701, 5.347
10001, DOTHAN, AL, 36301, 3347938701, 10
10149, DOTHAN, AL, 36301, 3347938701, 1.87
10001, DOTHAN, AL, 36301, 3347938701, NotAvailable
10001, DOTHAN, AL, 36301, 3347938701, 1.741
10001, DOTHAN, AL, 36301, 3347938701, 154
10169, DOTHAN, AL, 36301, 3347938701, 1.721
10104, DOTHAN, AL, 36301, 3347938701, 0
10001, DOTHAN, AL, 36301, 3347938701, 0
20008, DOTHAN, AL, 36301, 3347938701, 0.107
10007, DOTHAN, AL, 36301, 3347938701, 1.148
10085, DOTHAN, AL, 36301, 3347938701, 83773
10001, DOTHAN, AL, 36301, 3347938701, 7.111
10001, DOTHAN, AL, 36301, 3347938701, 3
10001, DOTHAN, AL, 36301, 3347938701, 0.422
10001, DOTHAN, AL, 36301, 3347938701, 0.562
10148, DOTHAN, AL, 36301, 3347938701, 1.073
10001, DOTHAN, AL, 36301, 3347938701, 81130
10052, DOTHAN, AL, 36301, 3347938701, 47.018
10001, DOTHAN, AL, 36301, 3347938701, 37
10007, DOTHAN, AL, 36301, 3347938701, 0.787
10164, BOAZ, AL, 35957, 2565938310, 0.337
10045, BOAZ, AL, 35957, 2565938310, 2.561
10005, BOAZ, AL, 35957, 2565938310, 2786
10005, BOAZ, AL, 35957, 2565938310, 3.767
10005, BOAZ, AL, 35957, 2565938310, 4
21310, BOAZ, AL, 35957, 2565938310, 1.062
10083, BOAZ, AL, 35957, 2565938310, 0.032
10138, BOAZ, AL, 35957, 2565938310, 3.196
10005, BOAZ, AL, 35957, 2565938310, 1028
10005, BOAZ, AL, 35957, 2565938310, 1.543
10005, BOAZ, AL, 35957, 2565938310, 1
10005, BOAZ, AL, 35957, 2565938310, 0.648
10005, BOAZ, AL, 35957, 2565938310, 0.167
10087, BOAZ, AL, 35957, 2565938310, 1.011
10052, BOAZ, AL, 35957, 2565938310, 7368
10005, BOAZ, AL, 35957, 2565938310, 10.965
10005, BOAZ, AL, 35957, 2565938310, 5
10005, BOAZ, AL, 35957, 2565938310, 0.456
10005, BOAZ, AL, 35957, 2565938310, 0.178
10005, BOAZ, AL, 35957, 2565938310, 1.9
10005, BOAZ, AL, 35957, 2565938310, 3305
10103, BOAZ, AL, 35957, 2565938310, 4.297
10005, BOAZ, AL, 35957, 2565938310, 3
10018, BOAZ, AL, 35957, 2565938310, 0.698
10005, BOAZ, AL, 35957, 2565938310, 0.019
10005, BOAZ, AL, 35957, 2565938310, 1.901
10005, BOAZ, AL, 35957, 2565938310, 74
10005, BOAZ, AL, 35957, 2565938310, 2.594
10005, BOAZ, AL, 35957, 2565938310, 1
10005, BOAZ, AL, 35957, 2565938310, 0.386
10005, BOAZ, AL, 35957, 2565938310, NotAvailable
10005, BOAZ, AL, 35957, 2565938310, NotAvailable
10005, BOAZ, AL, 35957, 2565938310, 43
10005, BOAZ, AL, 35957, 2565938310, 0.454
10005, BOAZ, AL, 35957, 2565938310, 0
10005, BOAZ, AL, 35957, 2565938310, NotAvailable
10045, BOAZ, AL, 35957, 2565938310, 0.233
10130, BOAZ, AL, 35957, 2565938310, 4.585
10005, BOAZ, AL, 35957, 2565938310, 36123
10005, BOAZ, AL, 35957, 2565938310, 1.441
10005, BOAZ, AL, 35957, 2565938310, 2
10089, BOAZ, AL, 35957, 2565938310, 1.388
10005, BOAZ, AL, 35957, 2565938310, 0.177
10090, BOAZ, AL, 35957, 2565938310, 0.801
10085, BOAZ, AL, 35957, 2565938310, 36262
10005, BOAZ, AL, 35957, 2565938310, 17.293
10040, BOAZ, AL, 35957, 2565938310, 7
20017, BOAZ, AL, 35957, 2565938310, 0.405
10101, FLORENCE, AL, 35631, 2567688400, 0.138
10006, FLORENCE, AL, 35631, 2567688400, 0.71
10023, FLORENCE, AL, 35631, 2567688400, 11159
10006, FLORENCE, AL, 35631, 2567688400, 17.577
10012, FLORENCE, AL, 35631, 2567688400, 6
10006, FLORENCE, AL, 35631, 2567688400, 0.341
10006, FLORENCE, AL, 35631, 2567688400, 0.141
10006, FLORENCE, AL, 35631, 2567688400, 1.068
10022, FLORENCE, AL, 35631, 2567688400, 5377
10006, FLORENCE, AL, 35631, 2567688400, 9.038
10144, FLORENCE, AL, 35631, 2567688400, 4
10006, FLORENCE, AL, 35631, 2567688400, 0.443
10006, FLORENCE, AL, 35631, 2567688400, 0.373
10006, FLORENCE, AL, 35631, 2567688400, 1.034
10006, FLORENCE, AL, 35631, 2567688400, 13235
10006, FLORENCE, AL, 35631, 2567688400, 23.383
10044, FLORENCE, AL, 35631, 2567688400, 15
10102, FLORENCE, AL, 35631, 2567688400, 0.641
10006, FLORENCE, AL, 35631, 2567688400, 0.407
10006, FLORENCE, AL, 35631, 2567688400, 1.427
10006, FLORENCE, AL, 35631, 2567688400, 7399
10006, FLORENCE, AL, 35631, 2567688400, 12.488
10006, FLORENCE, AL, 35631, 2567688400, 10
10006, FLORENCE, AL, 35631, 2567688400, 0.801
10006, FLORENCE, AL, 35631, 2567688400, 0.016
10006, FLORENCE, AL, 35631, 2567688400, 1.529
10006, FLORENCE, AL, 35631, 2567688400, 93
10131, FLORENCE, AL, 35631, 2567688400, 3.226
20018, FLORENCE, AL, 35631, 2567688400, 1
10006, FLORENCE, AL, 35631, 2567688400, 0.31
10006, FLORENCE, AL, 35631, 2567688400, NotAvailable
10006, FLORENCE, AL, 35631, 2567688400, NotAvailable
21303, FLORENCE, AL, 35631, 2567688400, 55
10006, FLORENCE, AL, 35631, 2567688400, 0.679
10006, FLORENCE, AL, 35631, 2567688400, 2
10006, FLORENCE, AL, 35631, 2567688400, NotAvailable
10045, FLORENCE, AL, 35631, 2567688400, 0.401
10125, FLORENCE, AL, 35631, 2567688400, 3.04
10092, FLORENCE, AL, 35631, 2567688400, 64858
10006, FLORENCE, AL, 35631, 2567688400, 3.173
10006, FLORENCE, AL, 35631, 2567688400, 4
10006, FLORENCE, AL, 35631, 2567688400, 1.261
10006, FLORENCE, AL, 35631, 2567688400, 0.309
10069, FLORENCE, AL, 35631, 2567688400, 0.805
10112, FLORENCE, AL, 35631, 2567688400, 62157
10045, FLORENCE, AL, 35631, 2567688400, 33.115
10006, FLORENCE, AL, 35631, 2567688400, 17
10006, FLORENCE, AL, 35631, 2567688400, 0.513
10007, OPP, AL, 36467, 3344933541, NotAvailable
10007, OPP, AL, 36467, 3344933541, NotAvailable
10007, OPP, AL, 36467, 3344933541, 48
10007, OPP, AL, 36467, 3344933541, 0.11
10007, OPP, AL, 36467, 3344933541, 0
10007, OPP, AL, 36467, 3344933541, NotAvailable
10007, OPP, AL, 36467, 3344933541, NotAvailable
10007, OPP, AL, 36467, 3344933541, NotAvailable
20026, OPP, AL, 36467, 3344933541, 48
20001, OPP, AL, 36467, 3344933541, 0.11
10129, OPP, AL, 36467, 3344933541, 0
10007, OPP, AL, 36467, 3344933541, NotAvailable
10007, OPP, AL, 36467, 3344933541, NotAvailable
10007, OPP, AL, 36467, 3344933541, 1.936
10007, OPP, AL, 36467, 3344933541, 693
10007, OPP, AL, 36467, 3344933541, 1.547
10078, OPP, AL, 36467, 3344933541, 0
10007, OPP, AL, 36467, 3344933541, 0
10007, OPP, AL, 36467, 3344933541, NotAvailable
10007, OPP, AL, 36467, 3344933541, NotAvailable
10007, OPP, AL, 36467, 3344933541, 329
10007, OPP, AL, 36467, 3344933541, 0.855
10007, OPP, AL, 36467, 3344933541, 0
10007, OPP, AL, 36467, 3344933541, NotAvailable
10007, OPP, AL, 36467, 3344933541, NotAvailable
10007, OPP, AL, 36467, 3344933541, NotAvailable
10007, OPP, AL, 36467, 3344933541, 11
10007, OPP, AL, 36467, 3344933541, 0.294
10087, OPP, AL, 36467, 3344933541, 0
10007, OPP, AL, 36467, 3344933541, NotAvailable
10007, OPP, AL, 36467, 3344933541, NotAvailable
10007, OPP, AL, 36467, 3344933541, NotAvailable
10007, OPP, AL, 36467, 3344933541, NotAvailable
10007, OPP, AL, 36467, 3344933541, NotAvailable
10007, OPP, AL, 36467, 3344933541, NotAvailable
10007, OPP, AL, 36467, 3344933541, NotAvailable
10007, OPP, AL, 36467, 3344933541, NotAvailable
10007, OPP, AL, 36467, 3344933541, NotAvailable
10024, OPP, AL, 36467, 3344933541, 6930
10007, OPP, AL, 36467, 3344933541, 0.203
10038, OPP, AL, 36467, 3344933541, 0
10007, OPP, AL, 36467, 3344933541, NotAvailable
21309, OPP, AL, 36467, 3344933541, NotAvailable
10016, OPP, AL, 36467, 3344933541, 0.81
10007, OPP, AL, 36467, 3344933541, 6930
10007, OPP, AL, 36467, 3344933541, 3.699
10024, OPP, AL, 36467, 3344933541, 0
10129, OPP, AL, 36467, 3344933541, 0
10008, LUVERNE, AL, 36049, 3343353374, NotAvailable
10008, LUVERNE, AL, 36049, 3343353374, NotAvailable
10008, LUVERNE, AL, 36049, 3343353374, 28
10001, LUVERNE, AL, 36049, 3343353374, 0.042
10008, LUVERNE, AL, 36049, 3343353374, 0
10108, LUVERNE, AL, 36049, 3343353374, NotAvailable
10008, LUVERNE, AL, 36049, 3343353374, NotAvailable
10008, LUVERNE, AL, 36049, 3343353374, NotAvailable
10008, LUVERNE, AL, 36049, 3343353374, NotAvailable
10008, LUVERNE, AL, 36049, 3343353374, NotAvailable
10150, LUVERNE, AL, 36049, 3343353374, NotAvailable
10008, LUVERNE, AL, 36049, 3343353374, NotAvailable
10008, LUVERNE, AL, 36049, 3343353374, NotAvailable
10008, LUVERNE, AL, 36049, 3343353374, NotAvailable
10008, LUVERNE, AL, 36049, 3343353374, 215
10008, LUVERNE, AL, 36049, 3343353374, 0.409
10130, LUVERNE, AL, 36049, 3343353374, 2
10008, LUVERNE, AL, 36049, 3343353374, NotAvailable
10008, LUVERNE, AL, 36049, 3343353374, NotAvailable
10008, LUVERNE, AL, 36049, 3343353374, NotAvailable
10008, LUVERNE, AL, 36049, 3343353374, NotAvailable
10008, LUVERNE, AL, 36049, 3343353374, NotAvailable
10008, LUVERNE, AL, 36049, 3343353374, NotAvailable
10008, LUVERNE, AL, 36049, 3343353374, NotAvailable
10008, LUVERNE, AL, 36049, 3343353374, NotAvailable
10008, LUVERNE, AL, 36049, 3343353374, NotAvailable
10038, LUVERNE, AL, 36049, 3343353374, NotAvailable
10008, LUVERNE, AL, 36049, 3343353374, NotAvailable
21303, LUVERNE, AL, 36049, 3343353374, NotAvailable
10008, LUVERNE, AL, 36049, 3343353374, NotAvailable
10008, LUVERNE, AL, 36049, 3343353374, NotAvailable
10008, LUVERNE, AL, 36049, 3343353374, NotAvailable
10008, LUVERNE, AL, 36049, 3343353374, NotAvailable
10008, LUVERNE, AL, 36049, 3343353374, NotAvailable
10091, LUVERNE, AL, 36049, 3343353374, NotAvailable
10008, LUVERNE, AL, 36049, 3343353374, NotAvailable
10110, LUVERNE, AL, 36049, 3343353374, NotAvailable
