ProviderID,City,State,ZIPCode,PhoneNumber,Score
10001,DOTHAN,AL,36301,3347938701,1.03
10001,DOTHAN,AL,36301,3347938701,2.765
10001,DOTHAN,AL,36301,3347938701,7117
10001,DOTHAN,AL,36301,3347938701,9.198
10001,DOTHAN,AL,36301,3347938701,16
10001,DOTHAN,AL,36301,3347938701,1.74
10001,DOTHAN,AL,36301,3347938701,1.13
10001,DOTHAN,AL,36301,3347938701,4.62
10001,DOTHAN,AL,36301,3347938701,2191
10001,DOTHAN,AL,36301,3347938701,3.288
10001,DOTHAN,AL,36301,3347938701,8
10001,DOTHAN,AL,36301,3347938701,2.433
10001,DOTHAN,AL,36301,3347938701,0.974
10001,DOTHAN,AL,36301,3347938701,2.023
10001,DOTHAN,AL,36301,3347938701,14326
10001,DOTHAN,AL,36301,3347938701,20.321
10001,DOTHAN,AL,36301,3347938701,29
10001,DOTHAN,AL,36301,3347938701,1.427
10001,DOTHAN,AL,36301,3347938701,1.41
10001,DOTHAN,AL,36301,3347938701,3.575
10001,DOTHAN,AL,36301,3347938701,6502
10001,DOTHAN,AL,36301,3347938701,7.803
10001,DOTHAN,AL,36301,3347938701,18
10001,DOTHAN,AL,36301,3347938701,2.307
10001,DOTHAN,AL,36301,3347938701,0.95
10001,DOTHAN,AL,36301,3347938701,3.334
10001,DOTHAN,AL,36301,3347938701,156
10001,DOTHAN,AL,36301,3347938701,5.347
10001,DOTHAN,AL,36301,3347938701,10
10001,DOTHAN,AL,36301,3347938701,1.87
10001,DOTHAN,AL,36301,3347938701,NotAvailable
10001,DOTHAN,AL,36301,3347938701,1.741
10001,DOTHAN,AL,36301,3347938701,154
10001,DOTHAN,AL,36301,3347938701,1.721
10001,DOTHAN,AL,36301,3347938701,0
10001,DOTHAN,AL,36301,3347938701,0
10001,DOTHAN,AL,36301,3347938701,0.107
10001,DOTHAN,AL,36301,3347938701,1.148
10001,DOTHAN,AL,36301,3347938701,83773
10001,DOTHAN,AL,36301,3347938701,7.111
10001,DOTHAN,AL,36301,3347938701,3
10001,DOTHAN,AL,36301,3347938701,0.422
10001,DOTHAN,AL,36301,3347938701,0.562
10001,DOTHAN,AL,36301,3347938701,1.073
10001,DOTHAN,AL,36301,3347938701,81130
10001,DOTHAN,AL,36301,3347938701,47.018
10001,DOTHAN,AL,36301,3347938701,37
10001,DOTHAN,AL,36301,3347938701,0.787
10005,BOAZ,AL,35957,2565938310,0.337
10005,BOAZ,AL,35957,2565938310,2.561
10005,BOAZ,AL,35957,2565938310,2786
10005,BOAZ,AL,35957,2565938310,3.767
10005,BOAZ,AL,35957,2565938310,4
10005,BOAZ,AL,35957,2565938310,1.062
10005,BOAZ,AL,35957,2565938310,0.032
10005,BOAZ,AL,35957,2565938310,3.196
10005,BOAZ,AL,35957,2565938310,1028
10005,BOAZ,AL,35957,2565938310,1.543
10005,BOAZ,AL,35957,2565938310,1
10005,BOAZ,AL,35957,2565938310,0.648
10005,BOAZ,AL,35957,2565938310,0.167
10005,BOAZ,AL,35957,2565938310,1.011
10005,BOAZ,AL,35957,2565938310,7368
10005,BOAZ,AL,35957,2565938310,10.965
10005,BOAZ,AL,35957,2565938310,5
10005,BOAZ,AL,35957,2565938310,0.456
10005,BOAZ,AL,35957,2565938310,0.178
10005,BOAZ,AL,35957,2565938310,1.9
10005,BOAZ,AL,35957,2565938310,3305
10005,BOAZ,AL,35957,2565938310,4.297
10005,BOAZ,AL,35957,2565938310,3
10005,BOAZ,AL,35957,2565938310,0.698
10005,BOAZ,AL,35957,2565938310,0.019
10005,BOAZ,AL,35957,2565938310,1.901
10005,BOAZ,AL,35957,2565938310,74
10005,BOAZ,AL,35957,2565938310,2.594
10005,BOAZ,AL,35957,2565938310,1
10005,BOAZ,AL,35957,2565938310,0.386
10005,BOAZ,AL,35957,2565938310,NotAvailable
10005,BOAZ,AL,35957,2565938310,NotAvailable
10005,BOAZ,AL,35957,2565938310,43
10005,BOAZ,AL,35957,2565938310,0.454
10005,BOAZ,AL,35957,2565938310,0
10005,BOAZ,AL,35957,2565938310,NotAvailable
10005,BOAZ,AL,35957,2565938310,0.233
10005,BOAZ,AL,35957,2565938310,4.585
10005,BOAZ,AL,35957,2565938310,36123
10005,BOAZ,AL,35957,2565938310,1.441
10005,BOAZ,AL,35957,2565938310,2
10005,BOAZ,AL,35957,2565938310,1.388
10005,BOAZ,AL,35957,2565938310,0.177
10005,BOAZ,AL,35957,2565938310,0.801
10005,BOAZ,AL,35957,2565938310,36262
10005,BOAZ,AL,35957,2565938310,17.293
10005,BOAZ,AL,35957,2565938310,7
10005,BOAZ,AL,35957,2565938310,0.405
10006,FLORENCE,AL,35631,2567688400,0.138
10006,FLORENCE,AL,35631,2567688400,0.71
10006,FLORENCE,AL,35631,2567688400,11159
10006,FLORENCE,AL,35631,2567688400,17.577
10006,FLORENCE,AL,35631,2567688400,6
10006,FLORENCE,AL,35631,2567688400,0.341
10006,FLORENCE,AL,35631,2567688400,0.141
10006,FLORENCE,AL,35631,2567688400,1.068
10006,FLORENCE,AL,35631,2567688400,5377
10006,FLORENCE,AL,35631,2567688400,9.038
10006,FLORENCE,AL,35631,2567688400,4
10006,FLORENCE,AL,35631,2567688400,0.443
10006,FLORENCE,AL,35631,2567688400,0.373
10006,FLORENCE,AL,35631,2567688400,1.034
10006,FLORENCE,AL,35631,2567688400,13235
10006,FLORENCE,AL,35631,2567688400,23.383
10006,FLORENCE,AL,35631,2567688400,15
10006,FLORENCE,AL,35631,2567688400,0.641
10006,FLORENCE,AL,35631,2567688400,0.407
10006,FLORENCE,AL,35631,2567688400,1.427
10006,FLORENCE,AL,35631,2567688400,7399
10006,FLORENCE,AL,35631,2567688400,12.488
10006,FLORENCE,AL,35631,2567688400,10
10006,FLORENCE,AL,35631,2567688400,0.801
10006,FLORENCE,AL,35631,2567688400,0.016
10006,FLORENCE,AL,35631,2567688400,1.529
10006,FLORENCE,AL,35631,2567688400,93
10006,FLORENCE,AL,35631,2567688400,3.226
10006,FLORENCE,AL,35631,2567688400,1
10006,FLORENCE,AL,35631,2567688400,0.31
10006,FLORENCE,AL,35631,2567688400,NotAvailable
10006,FLORENCE,AL,35631,2567688400,NotAvailable
10006,FLORENCE,AL,35631,2567688400,55
10006,FLORENCE,AL,35631,2567688400,0.679
10006,FLORENCE,AL,35631,2567688400,2
10006,FLORENCE,AL,35631,2567688400,NotAvailable
10006,FLORENCE,AL,35631,2567688400,0.401
10006,FLORENCE,AL,35631,2567688400,3.04
10006,FLORENCE,AL,35631,2567688400,64858
10006,FLORENCE,AL,35631,2567688400,3.173
10006,FLORENCE,AL,35631,2567688400,4
10006,FLORENCE,AL,35631,2567688400,1.261
10006,FLORENCE,AL,35631,2567688400,0.309
10006,FLORENCE,AL,35631,2567688400,0.805
10006,FLORENCE,AL,35631,2567688400,62157
10006,FLORENCE,AL,35631,2567688400,33.115
10006,FLORENCE,AL,35631,2567688400,17
10006,FLORENCE,AL,35631,2567688400,0.513
10007,OPP,AL,36467,3344933541,NotAvailable
10007,OPP,AL,36467,3344933541,NotAvailable
10007,OPP,AL,36467,3344933541,48
10007,OPP,AL,36467,3344933541,0.11
10007,OPP,AL,36467,3344933541,0
10007,OPP,AL,36467,3344933541,NotAvailable
10007,OPP,AL,36467,3344933541,NotAvailable
10007,OPP,AL,36467,3344933541,NotAvailable
10007,OPP,AL,36467,3344933541,48
10007,OPP,AL,36467,3344933541,0.11
10007,OPP,AL,36467,3344933541,0
10007,OPP,AL,36467,3344933541,NotAvailable
10007,OPP,AL,36467,3344933541,NotAvailable
10007,OPP,AL,36467,3344933541,1.936
10007,OPP,AL,36467,3344933541,693
10007,OPP,AL,36467,3344933541,1.547
10007,OPP,AL,36467,3344933541,0
10007,OPP,AL,36467,3344933541,0
10007,OPP,AL,36467,3344933541,NotAvailable
10007,OPP,AL,36467,3344933541,NotAvailable
10007,OPP,AL,36467,3344933541,329
10007,OPP,AL,36467,3344933541,0.855
10007,OPP,AL,36467,3344933541,0
10007,OPP,AL,36467,3344933541,NotAvailable
10007,OPP,AL,36467,3344933541,NotAvailable
10007,OPP,AL,36467,3344933541,NotAvailable
10007,OPP,AL,36467,3344933541,11
10007,OPP,AL,36467,3344933541,0.294
10007,OPP,AL,36467,3344933541,0
10007,OPP,AL,36467,3344933541,NotAvailable
10007,OPP,AL,36467,3344933541,NotAvailable
10007,OPP,AL,36467,3344933541,NotAvailable
10007,OPP,AL,36467,3344933541,NotAvailable
10007,OPP,AL,36467,3344933541,NotAvailable
10007,OPP,AL,36467,3344933541,NotAvailable
10007,OPP,AL,36467,3344933541,NotAvailable
10007,OPP,AL,36467,3344933541,NotAvailable
10007,OPP,AL,36467,3344933541,NotAvailable
10007,OPP,AL,36467,3344933541,6930
10007,OPP,AL,36467,3344933541,0.203
10007,OPP,AL,36467,3344933541,0
10007,OPP,AL,36467,3344933541,NotAvailable
10007,OPP,AL,36467,3344933541,NotAvailable
10007,OPP,AL,36467,3344933541,0.81
10007,OPP,AL,36467,3344933541,6930
10007,OPP,AL,36467,3344933541,3.699
10007,OPP,AL,36467,3344933541,0
10007,OPP,AL,36467,3344933541,0
10008,LUVERNE,AL,36049,3343353374,NotAvailable
10008,LUVERNE,AL,36049,3343353374,NotAvailable
10008,LUVERNE,AL,36049,3343353374,28
10008,LUVERNE,AL,36049,3343353374,0.042
10008,LUVERNE,AL,36049,3343353374,0
10008,LUVERNE,AL,36049,3343353374,NotAvailable
10008,LUVERNE,AL,36049,3343353374,NotAvailable
10008,LUVERNE,AL,36049,3343353374,NotAvailable
10008,LUVERNE,AL,36049,3343353374,NotAvailable
10008,LUVERNE,AL,36049,3343353374,NotAvailable
10008,LUVERNE,AL,36049,3343353374,NotAvailable
10008,LUVERNE,AL,36049,3343353374,NotAvailable
10008,LUVERNE,AL,36049,3343353374,NotAvailable
10008,LUVERNE,AL,36049,3343353374,NotAvailable
10008,LUVERNE,AL,36049,3343353374,215
10008,LUVERNE,AL,36049,3343353374,0.409
10008,LUVERNE,AL,36049,3343353374,2
10008,LUVERNE,AL,36049,3343353374,NotAvailable
10008,LUVERNE,AL,36049,3343353374,NotAvailable
10008,LUVERNE,AL,36049,3343353374,NotAvailable
10008,LUVERNE,AL,36049,3343353374,NotAvailable
10008,LUVERNE,AL,36049,3343353374,NotAvailable
10008,LUVERNE,AL,36049,3343353374,NotAvailable
10008,LUVERNE,AL,36049,3343353374,NotAvailable
10008,LUVERNE,AL,36049,3343353374,NotAvailable
10008,LUVERNE,AL,36049,3343353374,NotAvailable
10008,LUVERNE,AL,36049,3343353374,NotAvailable
10008,LUVERNE,AL,36049,3343353374,NotAvailable
10008,LUVERNE,AL,36049,3343353374,NotAvailable
10008,LUVERNE,AL,36049,3343353374,NotAvailable
10008,LUVERNE,AL,36049,3343353374,NotAvailable
10008,LUVERNE,AL,36049,3343353374,NotAvailable
10008,LUVERNE,AL,36049,3343353374,NotAvailable
10008,LUVERNE,AL,36049,3343353374,NotAvailable
10008,LUVERNE,AL,36049,3343353374,NotAvailable
10008,LUVERNE,AL,36049,3343353374,NotAvailable
10008,LUVERNE,AL,36049,3343353374,NotAvailable
10008,LUVERNE,AL,36049,3343353374,NotAvailable
10008,LUVERNE,AL,36049,3343353374,3923
10008,LUVERNE,AL,36049,3343353374,0.141
10008,LUVERNE,AL,36049,3343353374,0
10008,LUVERNE,AL,36049,3343353374,NotAvailable
10008,LUVERNE,AL,36049,3343353374,0.029
10008,LUVERNE,AL,36049,3343353374,2.883
10008,LUVERNE,AL,36049,3343353374,3925
10008,LUVERNE,AL,36049,3343353374,1.711
10008,LUVERNE,AL,36049,3343353374,1
10008,LUVERNE,AL,36049,3343353374,0.585
10011,BIRMINGHAM,AL,35235,2058383122,0.31
10011,BIRMINGHAM,AL,35235,2058383122,0.929
10011,BIRMINGHAM,AL,35235,2058383122,12366
10011,BIRMINGHAM,AL,35235,2058383122,23.333
10011,BIRMINGHAM,AL,35235,2058383122,13
10011,BIRMINGHAM,AL,35235,2058383122,0.557
10011,BIRMINGHAM,AL,35235,2058383122,0.136
10011,BIRMINGHAM,AL,35235,2058383122,0.697
10011,BIRMINGHAM,AL,35235,2058383122,7844
10011,BIRMINGHAM,AL,35235,2058383122,17.907
10011,BIRMINGHAM,AL,35235,2058383122,6
10011,BIRMINGHAM,AL,35235,2058383122,0.335
10011,BIRMINGHAM,AL,35235,2058383122,0.214
